circonscription,delegation,#,مكتب,العربي  نصرة,عبد الرحيم  الزواري,كلثوم  كنو,كمال   مرجان,سالم   الشايبي,عبد الرزاق  الكيلاني,محمد الباجي القايد السبسي,سليم  الرياحي,عبد القادر اللباوي,مصطفى كامل  النابلي,أحمد الصافي السعيد,ياسين   الشنوفي,أحمد نجيب   الشابي,حمودة  بن سلامة,علي المولدي الشورابي,محمد  فريخة,محمد الحامدي,المختار  الماجري,عبد الرؤوف العيادي,محرز بوصيان,مصطفى  بن جعفر,نور الدين حشاد,محمد المنذر الزنايدي,محمد المنصف المرزوقي,سمير العبدلي,محمد الهاشمي الحامدي,حمة  الهمامي,مجموع الأصوات حسب المكتب,center_name_x,center_code,district_code,district_name,region_code,region_name,center_name_y,center_name_ar,LATITUDE,LONGITUDE
Kasserine,Sbeitla,15100116103,م إبتدائية حشاد سبيطلة   مكتب 3,0,0,1,0,1,0,56,24,0,0,2,0,0,0,0,0,0,3,0,0,2,0,17,93,0,26,14,239,م إبتدائية حشاد سبيطلة,3350.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.HACHED SBITLA,م إبتدائية حشاد سبيطلة,35.227857,9.124431300000001
Kasserine,Sbeitla,15100116201,م إبتدائية الجمهورية سبيطلة  مكتب 1,1,0,1,2,0,2,174,16,1,1,0,0,2,1,1,2,0,0,2,0,2,0,35,71,0,14,10,338,م إبتدائية الجمهورية سبيطلة,3351.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.LA  REPUBLIQUE SBITLA,م إبتدائية الجمهورية سبيطلة,35.230257,9.127747
Kasserine,Sbeitla,15100116202,م إبتدائية الجمهورية سبيطلة  مكتب 2,0,0,0,2,0,1,135,28,0,0,2,0,0,0,1,1,1,0,0,0,2,0,31,114,0,27,15,360,م إبتدائية الجمهورية سبيطلة,3351.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.LA  REPUBLIQUE SBITLA,م إبتدائية الجمهورية سبيطلة,35.230257,9.127747
Kasserine,Sbeitla,15100116203,م إبتدائية الجمهورية سبيطلة  مكتب 3,0,0,1,0,0,0,62,34,1,0,0,0,1,0,0,1,0,0,0,1,2,0,32,70,0,17,20,242,م إبتدائية الجمهورية سبيطلة,3351.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.LA  REPUBLIQUE SBITLA,م إبتدائية الجمهورية سبيطلة,35.230257,9.127747
Kasserine,Sbeitla,15100116301,م إبتدائية الغابات2 - سبيطلة  مكتب 1,0,1,0,1,0,3,93,15,2,0,2,1,1,0,0,0,1,0,0,0,0,1,34,133,1,27,28,344,م إبتدائية الغابات2 - سبيطلة,3352.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABET 2 SBITLA,م إبتدائية الغابات2 - سبيطلة,35.235490000000006,9.115028
Kasserine,Sbeitla,15100116302,م إبتدائية الغابات2 - سبيطلة  مكتب 2,0,0,0,0,1,1,49,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,93,0,18,28,227,م إبتدائية الغابات2 - سبيطلة,3352.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABET 2 SBITLA,م إبتدائية الغابات2 - سبيطلة,35.235490000000006,9.115028
Kasserine,Sbeitla,15100116401,م إبتدائية الغابات 1 - سبيطلة  مكتب 1,3,2,1,1,2,5,97,10,2,2,9,0,2,4,4,2,1,2,3,1,4,0,39,84,1,50,17,348,م إبتدائية الغابات 1 - سبيطلة,3353.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABETTE 1 SBITLA,م إبتدائية الغابات 1 - سبيطلة,35.235138,9.115729
Kasserine,Sbeitla,15100116402,م إبتدائية الغابات 1 - سبيطلة  مكتب 2,0,1,1,0,0,2,144,16,0,0,1,2,2,0,0,2,1,1,0,0,1,0,42,114,0,40,19,389,م إبتدائية الغابات 1 - سبيطلة,3353.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABETTE 1 SBITLA,م إبتدائية الغابات 1 - سبيطلة,35.235138,9.115729
Kasserine,Sbeitla,15100116403,م إبتدائية الغابات 1 - سبيطلة  مكتب 3,0,0,0,0,1,2,85,10,0,1,1,0,1,0,0,0,2,2,0,0,2,0,25,131,0,38,23,324,م إبتدائية الغابات 1 - سبيطلة,3353.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABETTE 1 SBITLA,م إبتدائية الغابات 1 - سبيطلة,35.235138,9.115729
Kasserine,Sbeitla,15100116404,م إبتدائية الغابات 1 - سبيطلة  مكتب 4,0,0,2,1,1,1,65,14,0,0,1,0,0,0,0,0,0,1,1,0,0,0,26,91,0,21,9,234,م إبتدائية الغابات 1 - سبيطلة,3353.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABETTE 1 SBITLA,م إبتدائية الغابات 1 - سبيطلة,35.235138,9.115729
Kasserine,Sbeitla,15100116405,م إبتدائية الغابات 1 - سبيطلة  مكتب 5,0,0,0,1,0,0,41,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,70,1,16,15,189,م إبتدائية الغابات 1 - سبيطلة,3353.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL GHABETTE 1 SBITLA,م إبتدائية الغابات 1 - سبيطلة,35.235138,9.115729
Kasserine,Sbeitla,15100216501,م إبتدائية حي السرور سبيطلة  مكتب 1,2,3,3,3,3,3,143,9,2,1,2,1,4,4,2,0,4,5,2,1,2,0,19,50,5,31,14,318,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216502,م إبتدائية حي السرور سبيطلة  مكتب 2,1,3,1,2,0,0,141,16,2,1,2,1,2,2,1,1,0,5,1,0,4,0,19,62,1,31,17,316,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216503,م إبتدائية حي السرور سبيطلة  مكتب 3,0,0,2,1,0,6,153,10,2,0,1,0,2,1,0,0,3,0,0,0,1,0,26,74,0,48,15,345,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216504,م إبتدائية حي السرور سبيطلة  مكتب 4,2,0,0,1,0,0,113,15,4,0,0,0,0,1,1,0,0,0,0,0,2,1,29,63,1,42,12,287,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216505,م إبتدائية حي السرور سبيطلة  مكتب 5,0,0,1,0,1,0,85,7,0,0,0,0,1,0,0,1,1,2,0,1,2,0,29,70,1,23,10,235,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216506,م إبتدائية حي السرور سبيطلة  مكتب 6,0,0,2,0,0,0,98,23,1,0,2,0,2,0,0,0,0,3,0,0,0,0,4,47,0,23,10,215,م إبتدائية حي السرور سبيطلة,3354.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR  1 SBITLA,م إبتدائية حي السرور سبيطلة,35.228224,9.130942
Kasserine,Sbeitla,15100216601,م إبتدائية حي السرور 2 - حي السرور  مكتب 1,1,1,1,2,0,3,125,4,4,1,1,0,6,0,0,1,1,2,3,2,2,0,14,40,0,42,12,268,م إبتدائية حي السرور 2 - حي السرور,3355.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR 2 CITE SOUROUR,م إبتدائية حي السرور 2 - حي السرور,35.227435,9.134377
Kasserine,Sbeitla,15100216602,م إبتدائية حي السرور 2 - حي السرور  مكتب 2,2,0,0,0,0,1,85,10,1,0,0,0,1,0,2,0,0,0,0,0,2,0,12,28,0,42,13,199,م إبتدائية حي السرور 2 - حي السرور,3355.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE SOUROUR 2 CITE SOUROUR,م إبتدائية حي السرور 2 - حي السرور,35.227435,9.134377
Kasserine,Sbeitla,15100316701,م إبتدائية زاوية بن عمار - سمامة  مكتب 1,0,0,0,1,5,1,14,5,0,1,2,0,0,2,0,1,1,1,1,0,0,0,9,54,0,24,11,133,م إبتدائية زاوية بن عمار - سمامة,3356.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.ZAOUIET BEN AMMAR SAMMAMA,م إبتدائية زاوية بن عمار - سمامة,35.353970000000004,8.885645
Kasserine,Sbeitla,15100316801,م إبتدائية وادي مساهل - سمامة  مكتب 1,1,0,0,0,1,3,10,8,2,0,0,0,2,2,2,1,3,2,1,0,1,0,11,72,0,29,11,162,م إبتدائية وادي مساهل - سمامة,3357.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.OUED MSAHEL SMAMA,م إبتدائية وادي مساهل - سمامة,35.393701,8.95572
Kasserine,Sbeitla,15100316901,م إبتدائية الطربخانة سبيطلة - سمامة  مكتب 1,2,1,0,0,2,2,19,3,4,1,2,0,1,1,0,0,0,4,1,0,1,1,30,58,1,52,2,188,م إبتدائية الطربخانة سبيطلة - سمامة,3358.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.TORBKHANA SBITLA,م إبتدائية الطربخانة سبيطلة - سمامة,35.427267,8.955397999999999
Kasserine,Sbeitla,15100417001,م إبتدائية الرخمات  مكتب 1,0,0,2,1,4,8,11,3,1,0,1,0,0,0,3,2,2,1,0,0,1,0,4,134,1,108,6,293,م إبتدائية الرخمات,3359.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.RAKHMET,م إبتدائية الرخمات,35.07162,9.220151
Kasserine,Sbeitla,15100417002,م إبتدائية الرخمات  مكتب 2,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,107,0,55,4,180,م إبتدائية الرخمات,3359.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.RAKHMET,م إبتدائية الرخمات,35.07162,9.220151
Kasserine,Sbeitla,15100417101,م إبتدائية السلاطنية - الرخمات  مكتب 1,0,0,1,1,1,2,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,66,0,39,4,124,م إبتدائية السلاطنية - الرخمات,3360.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.SLATNIA RAKHMET,م إبتدائية السلاطنية - الرخمات,35.043661,9.275771
Kasserine,Sbeitla,15100417201,م إبتدائية وجه الرخمات  مكتب 1,0,0,0,0,0,2,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,18,0,7,0,42,م إبتدائية وجه الرخمات,3361.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.OUEJH RAKHMET,م إبتدائية وجه الرخمات,35.025684000000005,9.207071000000001
Kasserine,Sbeitla,15100417301,م إبتدائية الكميم - الرخمات  مكتب 1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,86,1,33,0,132,م إبتدائية الكميم - الرخمات,3362.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.KAMIME RAGMETTE,م إبتدائية الكميم - الرخمات,35.094651,9.217442
Kasserine,Sbeitla,15100517401,م إبتدائية الزنايدية - القنة  مكتب 1,0,0,0,0,1,0,44,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,63,36,1,11,3,166,م إبتدائية الزنايدية - القنة,3363.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.ZNAIDIAel guonna,م إبتدائية الزنايدية - القنة,35.394736,9.11965
Kasserine,Sbeitla,15100517501,م إبتدائية هنشير العسل - القنة  مكتب 1,2,0,0,4,3,1,41,9,0,0,0,1,1,1,1,1,0,2,0,1,2,0,54,57,0,13,15,209,م إبتدائية هنشير العسل - القنة,3364.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.HENCHIR EL ASSEL GONA,م إبتدائية هنشير العسل - القنة,35.445679999999996,9.077679
Kasserine,Sbeitla,15100517502,م إبتدائية هنشير العسل - القنة  مكتب 2,0,0,0,0,1,0,16,8,0,1,2,0,4,0,2,0,0,0,2,0,0,1,19,66,0,13,3,138,م إبتدائية هنشير العسل - القنة,3364.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.HENCHIR EL ASSEL GONA,م إبتدائية هنشير العسل - القنة,35.445679999999996,9.077679
Kasserine,Sbeitla,15100517601,م إبتدائية فج الطفل - القنة  مكتب 1,1,2,0,0,2,1,25,4,4,3,6,2,0,0,1,1,0,0,0,0,5,0,6,23,0,29,3,118,م إبتدائية فج الطفل - القنة,3365.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.FEJ TAFAL EL GANNA,م إبتدائية فج الطفل - القنة,35.366808,9.150772
Kasserine,Sbeitla,15100617701,م إبتدائية الحمار - الدولاب  مكتب 1,0,0,2,0,0,2,11,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,66,31,0,24,3,146,م إبتدائية الحمار - الدولاب,3366.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.HAMMAR DOULEB,م إبتدائية الحمار - الدولاب,35.361826,9.091781
Kasserine,Sbeitla,15100617801,م إبتدائية الجراولة سبيطلة - الدولاب  مكتب 1,2,0,0,0,3,4,9,1,2,0,0,0,3,1,0,0,2,1,0,0,3,0,41,15,0,21,1,109,م إبتدائية الجراولة سبيطلة - الدولاب,3367.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.JERAOULA SBITLA DOULEB,م إبتدائية الجراولة سبيطلة - الدولاب,35.335227,9.124179
Kasserine,Sbeitla,15100617901,م إبتدائية فيض المثنان - الدولاب  مكتب 1,1,0,1,0,0,6,29,3,1,1,1,0,1,1,0,1,1,1,0,0,1,1,34,16,2,77,12,191,م إبتدائية فيض المثنان - الدولاب,3368.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.FAYDH METHNANE  Doulab,م إبتدائية فيض المثنان - الدولاب,35.381553000000004,9.052445
Kasserine,Sbeitla,15100617902,م إبتدائية فيض المثنان - الدولاب  مكتب 2,1,0,1,0,0,2,18,3,0,0,1,0,2,0,0,1,0,0,0,0,1,1,17,17,0,59,10,134,م إبتدائية فيض المثنان - الدولاب,3368.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.FAYDH METHNANE  Doulab,م إبتدائية فيض المثنان - الدولاب,35.381553000000004,9.052445
Kasserine,Sbeitla,15100618001,م إبتدائية سيدي عبدالله - الدولاب  مكتب 1,0,0,0,0,1,1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,3,1,14,0,34,م إبتدائية سيدي عبدالله - الدولاب,3369.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.SIDI ABDALLAH DOULEB,م إبتدائية سيدي عبدالله - الدولاب,35.404156,8.997869999999999
Kasserine,Sbeitla,15100618101,م إبتدائية الجروالة الجنوبية - الدولاب  مكتب 1,1,0,0,0,3,3,6,4,1,0,1,2,1,1,0,0,0,0,1,0,0,0,23,27,1,13,1,89,م إبتدائية الجروالة الجنوبية - الدولاب,3370.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.JAROUALA SUD DOULEB,م إبتدائية الجروالة الجنوبية - الدولاب,35.293721000000005,9.110683
Kasserine,Sbeitla,15100718201,م إبتدائية الشرائع   مكتب 1,2,0,1,1,1,4,67,3,2,1,2,0,1,1,0,2,2,1,0,1,4,0,41,26,0,117,15,295,م إبتدائية الشرائع,3371.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CHERAYA,م إبتدائية الشرائع,35.250787,9.0280881
Kasserine,Sbeitla,15100718202,م إبتدائية الشرائع   مكتب 2,0,0,1,0,0,0,42,6,3,0,5,0,0,0,0,0,1,0,0,0,2,0,21,20,0,44,9,154,م إبتدائية الشرائع,3371.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CHERAYA,م إبتدائية الشرائع,35.250787,9.0280881
Kasserine,Sbeitla,15100718301,م إبتدائية الفج - الشرائع  مكتب 1,0,0,0,0,0,2,21,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,20,17,0,31,1,99,م إبتدائية الفج - الشرائع,3372.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL FEJ ECHARAA,م إبتدائية الفج - الشرائع,35.212702,8.973274
Kasserine,Sbeitla,15100818401,م إبتدائية مشرق الشمس  مكتب 1,0,0,0,0,0,3,48,2,0,0,0,0,1,1,0,0,2,0,0,1,1,0,4,82,2,21,0,168,م إبتدائية مشرق الشمس,3373.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.MACHREG ECHAMS,م إبتدائية مشرق الشمس,35.380282,9.029128
Kasserine,Sbeitla,15100818501,م إبتدائية الرياض - مشرق الشمس  مكتب 1,0,0,1,0,1,1,24,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6,36,0,10,1,86,م إبتدائية الرياض - مشرق الشمس,3374.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.ERRIADH MECHRAK CHAMESS,م إبتدائية الرياض - مشرق الشمس,35.316014,9.012625
Kasserine,Sbeitla,15100818601,م إبتدائية الذواودة - مشرق الشمس  مكتب 1,0,1,0,0,0,0,55,7,0,0,0,0,1,0,0,1,1,2,0,0,2,0,2,28,0,16,2,118,م إبتدائية الذواودة - مشرق الشمس,3375.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.DHOUAOUDA  MECHRAK CHAMESS,م إبتدائية الذواودة - مشرق الشمس,35.343874,8.990636
Kasserine,Sbeitla,15100818701,م إبتدائية أولاد عيسى - مشرق الشمس  مكتب 1,0,0,1,0,0,5,84,7,0,2,0,0,1,2,0,1,0,3,2,1,1,0,20,56,0,15,4,205,م إبتدائية أولاد عيسى - مشرق الشمس,3376.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.OULED AISSA  MECHRAK CHAMESS,م إبتدائية أولاد عيسى - مشرق الشمس,35.272883,9.025057
Kasserine,Sbeitla,15100818801,م إبتدائية الخيمة - مشرق الشمس  مكتب 1,0,0,0,0,0,2,10,5,0,0,0,0,0,0,2,0,1,1,0,1,1,0,5,20,1,8,0,57,م إبتدائية الخيمة - مشرق الشمس,3377.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL KHEIMA  MECHRAK CHAMESS,م إبتدائية الخيمة - مشرق الشمس,35.349295,9.039457
Kasserine,Sbeitla,15100918901,م إبتدائية قلال سمامة - الوساعية  مكتب 1,3,1,0,1,2,2,51,3,0,0,1,2,1,2,0,1,3,0,2,1,1,0,25,55,2,22,7,188,م إبتدائية قلال سمامة - الوساعية,3378.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.KALLEL SAMMAMA OUSSAIYA,م إبتدائية قلال سمامة - الوساعية,35.265639,8.934513
Kasserine,Sbeitla,15100918902,م إبتدائية قلال سمامة - الوساعية  مكتب 2,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,9,38,0,13,2,108,م إبتدائية قلال سمامة - الوساعية,3378.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.KALLEL SAMMAMA OUSSAIYA,م إبتدائية قلال سمامة - الوساعية,35.265639,8.934513
Kasserine,Sbeitla,15100919001,م إبتدائية الوساعية   مكتب 1,0,0,3,2,1,2,69,5,2,0,0,0,0,0,0,0,0,1,0,0,2,0,23,59,0,3,9,181,م إبتدائية الوساعية,3379.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL OUSAIA,م إبتدائية الوساعية,35.29858,8.951303900000001
Kasserine,Sbeitla,15100919101,م إبتدائية الغرابلية - الوساعية  مكتب 1,1,1,1,2,1,1,64,0,1,0,2,0,2,0,1,2,1,0,0,1,2,0,3,112,0,13,0,211,م إبتدائية الغرابلية - الوساعية,,,,,,,,,
Kasserine,Sbeitla,15100919201,م إبتدائية قرعة العطش سبيطلة - الوساعية  مكتب 1,0,1,0,1,0,2,28,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,15,22,1,3,1,81,م إبتدائية قرعة العطش سبيطلة - الوساعية,3381.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.GARAAT EL ATACH SBITLA,م إبتدائية قرعة العطش سبيطلة - الوساعية,35.276361,8.927558
Kasserine,Sbeitla,15100919301,م إبتدائية الزياتين - الوساعية  مكتب 1,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,0,13,2,46,م إبتدائية الزياتين - الوساعية,3382.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EZ ZAYATINE EL OUSAIA,م إبتدائية الزياتين - الوساعية,35.268522999999995,8.898052
Kasserine,Sbeitla,15101019401,م إبتدائية وادي المعيو - الخضراء  مكتب 1,0,0,1,1,0,3,81,20,1,0,2,0,1,1,2,0,1,0,1,1,2,0,10,13,0,29,4,174,م إبتدائية وادي المعيو - الخضراء,3383.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.OUED EL MAIOU,م إبتدائية وادي المعيو - الخضراء,35.207929,9.226378
Kasserine,Sbeitla,15101019402,م إبتدائية وادي المعيو - الخضراء  مكتب 2,0,0,0,0,0,1,41,29,2,0,0,0,0,0,1,1,0,0,0,0,1,0,6,14,0,21,3,120,م إبتدائية وادي المعيو - الخضراء,3383.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.OUED EL MAIOU,م إبتدائية وادي المعيو - الخضراء,35.207929,9.226378
Kasserine,Sbeitla,15101019501,م إبتدائية بوكحيل - الخضراء  مكتب 1,0,0,0,0,1,0,123,25,0,1,1,0,1,2,0,0,0,1,0,0,2,0,13,8,0,8,1,187,م إبتدائية بوكحيل - الخضراء,3384.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.BOUKHIL ELKHADHRA,م إبتدائية بوكحيل - الخضراء,35.250243,9.172968
Kasserine,Sbeitla,15101019601,م إبتدائية حي الخضراء سبيطلة   مكتب 1,0,1,0,1,1,3,109,4,2,2,2,0,5,2,1,5,1,4,0,1,8,0,14,30,1,38,3,238,م إبتدائية حي الخضراء سبيطلة,3385.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE ELKHADHRA SBITLA,م إبتدائية حي الخضراء سبيطلة,35.237994,9.131811599999999
Kasserine,Sbeitla,15101019602,م إبتدائية حي الخضراء سبيطلة   مكتب 2,1,0,2,0,0,0,99,7,1,1,1,0,1,2,0,0,0,0,0,1,2,0,10,20,0,29,5,182,م إبتدائية حي الخضراء سبيطلة,3385.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.CITE ELKHADHRA SBITLA,م إبتدائية حي الخضراء سبيطلة,35.237994,9.131811599999999
Kasserine,Sbeitla,15101119701,م إبتدائية الأثار سبيطلة  مكتب 1,0,1,0,2,0,6,113,2,1,2,2,1,4,1,1,3,2,1,1,1,7,0,53,70,2,57,5,338,م إبتدائية الأثار سبيطلة,3386.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL ATHAR SBITLA,م إبتدائية الأثار سبيطلة,35.268494,9.065029
Kasserine,Sbeitla,15101119702,م إبتدائية الأثار سبيطلة  مكتب 2,0,0,0,3,0,1,85,5,1,0,0,0,1,0,1,0,0,0,0,1,6,0,28,56,1,36,5,230,م إبتدائية الأثار سبيطلة,3386.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EL ATHAR SBITLA,م إبتدائية الأثار سبيطلة,35.268494,9.065029
Kasserine,Sbeitla,15101119801,م إبتدائية النخيل - الأثار  مكتب 1,0,0,0,1,2,2,35,6,0,0,2,0,1,0,1,1,1,2,1,0,7,0,23,14,0,10,1,110,م إبتدائية النخيل - الأثار,3387.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.EN'NAKHIL ATHAR,م إبتدائية النخيل - الأثار,35.251348,9.087079
Kasserine,Sbeitla,15101219901,م إبتدائية الفرضة - المزارة  مكتب 1,0,1,1,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,5,1,12,1,33,م إبتدائية الفرضة - المزارة,3388.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.FORDHA EL MAZARA,م إبتدائية الفرضة - المزارة,35.02783,9.176165
Kasserine,Sbeitla,15101220001,م إبتدائية المزارة   مكتب 1,1,1,0,1,2,8,18,4,4,0,2,0,1,0,0,0,1,3,1,1,0,0,5,74,0,176,6,309,م إبتدائية المزارة,3389.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.MZARA,م إبتدائية المزارة,35.075886,9.167658300000001
Kasserine,Sbeitla,15101220001,م إبتدائية المزارة   مكتب 1,1,1,0,1,2,8,18,4,4,0,2,0,1,0,0,0,1,3,1,1,0,0,5,74,0,176,6,309,م إبتدائية المزارة,3617.0,16.0,Sidi Bouzid,1152.0,Bir El Hafey,E.P.MZARA,م إبتدائية المزارة,34.980321,9.335440199999999
Kasserine,Sbeitla,15101220002,م إبتدائية المزارة   مكتب 2,0,0,1,0,1,0,2,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,58,0,77,6,155,م إبتدائية المزارة,3389.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.MZARA,م إبتدائية المزارة,35.075886,9.167658300000001
Kasserine,Sbeitla,15101220002,م إبتدائية المزارة   مكتب 2,0,0,1,0,1,0,2,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,58,0,77,6,155,م إبتدائية المزارة,3617.0,16.0,Sidi Bouzid,1152.0,Bir El Hafey,E.P.MZARA,م إبتدائية المزارة,34.980321,9.335440199999999
Sidi_Bouzid,BirElHaffey,16050512701,م إبتدائية المزارة   مكتب 1,1,0,1,0,0,7,37,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,5,0,170,2,230,م إبتدائية المزارة,3389.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.MZARA,م إبتدائية المزارة,35.075886,9.167658300000001
Sidi_Bouzid,BirElHaffey,16050512701,م إبتدائية المزارة   مكتب 1,1,0,1,0,0,7,37,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,5,0,170,2,230,م إبتدائية المزارة,3617.0,16.0,Sidi Bouzid,1152.0,Bir El Hafey,E.P.MZARA,م إبتدائية المزارة,34.980321,9.335440199999999
Sidi_Bouzid,BirElHaffey,16050512702,م إبتدائية المزارة   مكتب 2,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,112,0,135,م إبتدائية المزارة,3389.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.MZARA,م إبتدائية المزارة,35.075886,9.167658300000001
Sidi_Bouzid,BirElHaffey,16050512702,م إبتدائية المزارة   مكتب 2,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,112,0,135,م إبتدائية المزارة,3617.0,16.0,Sidi Bouzid,1152.0,Bir El Hafey,E.P.MZARA,م إبتدائية المزارة,34.980321,9.335440199999999
Kasserine,Sbeitla,15101320101,م إبتدائية القرعة - القرعة الحمراء  مكتب 1,0,0,0,2,1,5,22,7,1,0,2,0,2,2,2,0,0,0,0,2,2,0,9,146,0,34,3,242,م إبتدائية القرعة - القرعة الحمراء,3390.0,15.0,Kasserine,1144.0,Sbeïtla,E.P.GARAA EL GARAA HAMRA,م إبتدائية القرعة - القرعة الحمراء,35.117492999999996,9.246997
